Bin Id,Marker lineage,# genomes,# markers,# marker sets,Completeness,Contamination,Strain heterogeneity,Genome size (bp),# ambiguous bases,# scaffolds,# contigs,N50 (scaffolds),N50 (contigs),Mean scaffold length (bp),Mean contig length (bp),Longest scaffold (bp),Longest contig (bp),GC,GC std (scaffolds > 1kbp),Coding density,Translation table,# predicted genes,0,1,2,3,4,5+
TJ1:bin_000029.fa,k__Bacteria (UID2329),174,149,89,93.26,0.0,0.0,1507606,23816,1366,1366,18696,416,332,315,1821,1694,39.7,5.1,-100.0,-1,-1,6,143,0,0,0,0
TJ1:bin_000030.fa,o__Campylobacterales (UID3068),106,476,283,98.59,1.06,0.0,1468117,21576,1474,1474,55505,361,307,293,2882,2764,38.8,5.71,-100.0,-1,-1,7,466,3,0,0,0
TJ1:bin_000031.fa,p__Bacteroidetes (UID2605),350,316,210,90.94,0.16,100.0,1996355,24835,1678,1678,23732,438,368,353,2064,1982,40.6,4.29,-100.0,-1,-1,26,289,1,0,0,0
TJ1:bin_000032.fa,o__Clostridiales (UID1226),155,278,158,98.73,3.54,20.0,2768812,30971,2470,2470,30581,384,319,307,3734,3527,39.8,4.32,-100.0,-1,-1,3,265,10,0,0,0
TJ1:bin_000033.fa,g__Lactobacillus (UID380),58,449,129,93.79,1.29,100.0,1781950,30071,1854,1854,13298,350,288,272,1841,1716,35.4,7.02,-100.0,-1,-1,22,424,3,0,0,0
TJ1:bin_000034.fa,p__Firmicutes (UID1022),100,295,158,97.89,1.32,40.0,2687209,30553,2760,2760,15914,365,293,282,4661,4341,38.0,6.36,-100.0,-1,-1,5,285,5,0,0,0
TJ1:bin_000035.fa,k__Bacteria (UID2372),131,177,106,95.42,3.67,12.5,1932945,30308,2031,2031,22065,353,288,273,1480,1406,40.6,6.26,-100.0,-1,-1,10,159,8,0,0,0
TJ1:bin_000036.fa,p__Bacteroidetes (UID2605),350,316,210,89.6,1.9,100.0,1526516,20624,1344,1344,28936,433,357,342,1496,1397,40.3,3.97,-100.0,-1,-1,26,286,4,0,0,0
TJ1:bin_000037.fa,p__Actinobacteria (UID2112),31,211,124,92.07,1.88,33.33,1747287,16170,1596,1596,18466,373,313,303,1489,1419,37.5,7.36,-100.0,-1,-1,13,195,3,0,0,0
TJ1:bin_000038.fa,k__Bacteria (UID2329),174,149,89,97.75,3.37,25.0,1357541,15969,1236,1236,21963,424,336,323,2359,2288,40.9,4.73,-100.0,-1,-1,2,145,1,1,0,0
TJ1:bin_000039.fa,f__Veillonellaceae (UID1032),33,423,214,96.93,5.92,82.61,3404333,31651,3483,3483,10628,379,292,283,1754,1712,35.6,6.64,-100.0,-1,-1,11,391,20,1,0,0
TJ1:bin_000040.fa,o__Bacteroidales (UID2657),160,492,269,93.34,4.19,65.0,2483478,29876,2163,2163,7818,422,319,306,3480,3272,36.8,5.24,-100.0,-1,-1,29,449,11,3,0,0
TJ1:bin_000041.fa,g__Prevotella (UID2721),65,530,280,95.19,1.17,50.0,2379233,30437,1996,1996,52984,426,351,336,2525,2354,36.7,5.42,-100.0,-1,-1,21,501,8,0,0,0
TJ1:bin_000042.fa,f__Lachnospiraceae (UID1255),90,354,174,93.3,3.07,14.29,2431311,29081,2223,2223,21293,390,323,310,1859,1733,39.8,4.53,-100.0,-1,-1,26,321,7,0,0,0
TJ1:bin_000043.fa,k__Bacteria (UID203),5449,103,58,96.55,5.22,42.86,1998425,41461,1936,1936,44351,376,307,286,3180,2767,37.1,5.37,-100.0,-1,-1,3,86,14,0,0,0
TJ1:bin_000044.fa,o__Campylobacterales (UID3068),106,477,284,99.18,2.29,10.0,1767830,31243,1851,1851,60344,359,297,281,2882,2763,39.7,5.77,-100.0,-1,-1,4,465,7,1,0,0
TJ1:bin_000045.fa,k__Bacteria (UID1453),901,171,117,83.19,5.94,21.43,2300394,43574,2658,2658,11523,329,259,243,1643,1522,37.9,6.59,-100.0,-1,-1,25,136,8,2,0,0
TJ1:bin_000046.fa,o__Clostridiales (UID1226),155,274,157,96.64,7.34,17.65,2578694,32181,2479,2479,32031,387,316,303,1793,1701,41.1,5.09,-100.0,-1,-1,9,250,14,1,0,0
TJ1:bin_000047.fa,o__Clostridiales (UID1212),172,261,147,94.72,2.21,0.0,2126825,18995,2030,2030,22938,357,298,289,1615,1571,38.2,6.52,-100.0,-1,-1,12,241,7,1,0,0
TJ1:bin_000048.fa,p__Bacteroidetes (UID2605),350,316,210,94.11,2.86,12.5,2384789,34002,1986,1986,26724,454,373,355,1859,1760,39.4,4.6,-100.0,-1,-1,30,278,8,0,0,0
TJ1:bin_000049.fa,k__Bacteria (UID2329),174,149,89,97.19,0.0,0.0,1706342,22617,1531,1531,23819,419,340,326,1892,1805,40.1,4.8,-100.0,-1,-1,3,146,0,0,0,0
TJ1:bin_000050.fa,o__Clostridiales (UID1120),304,250,143,78.18,5.31,0.0,1726899,35596,1743,1744,87131,359,297,277,3287,3092,38.2,5.79,-100.0,-1,-1,42,199,9,0,0,0
TJ1:bin_000051.fa,k__Bacteria (UID2372),131,176,105,92.38,0.0,0.0,1903105,32626,2040,2040,12749,360,285,269,1496,1416,41.7,9.84,-100.0,-1,-1,12,164,0,0,0,0
TJ1:bin_000052.fa,f__Lachnospiraceae (UID1286),57,420,207,94.77,2.61,11.11,2247578,26754,2147,2147,36160,384,317,304,1786,1740,38.2,7.43,-100.0,-1,-1,28,383,9,0,0,0
TJ1:bin_000053.fa,p__Bacteroidetes (UID2605),350,316,210,84.76,2.14,50.0,1825833,23620,1639,1639,11933,429,351,337,1774,1705,41.6,4.72,-100.0,-1,-1,39,273,3,1,0,0
TJ1:bin_000054.fa,p__Firmicutes (UID1022),100,295,158,99.27,6.65,0.0,3341373,52338,3450,3450,13003,355,287,272,1573,1445,39.5,4.75,-100.0,-1,-1,4,278,11,2,0,0
TJ1:bin_000055.fa,f__Veillonellaceae (UID1032),33,423,214,90.89,1.21,20.0,2122714,21296,2044,2044,84474,388,314,303,2653,2481,38.0,5.09,-100.0,-1,-1,34,384,5,0,0,0
TJ1:bin_000056.fa,o__Clostridiales (UID1212),172,263,149,97.44,2.08,14.29,1993580,33561,1988,1988,26780,366,310,293,2083,1891,40.3,5.19,-100.0,-1,-1,13,243,7,0,0,0
TJ1:bin_000057.fa,o__Lactobacillales (UID355),490,336,184,98.62,8.9,53.33,2298155,30147,2459,2459,8695,333,272,259,1748,1641,33.7,7.77,-100.0,-1,-1,6,302,27,1,0,0
TJ1:bin_000058.fa,f__Spirochaetaceae (UID2535),33,249,143,98.6,0.0,0.0,2341387,36363,2046,2046,83898,413,349,331,4221,3869,39.5,8.78,-100.0,-1,-1,4,245,0,0,0,0
TJ1:bin_000059.fa,f__Lachnospiraceae (UID1286),57,420,207,93.91,2.58,11.11,2410712,30561,2424,2424,16188,374,303,290,1902,1788,39.2,5.0,-100.0,-1,-1,30,381,9,0,0,0
TJ1:bin_000060.fa,o__Clostridiales (UID1120),304,249,142,96.67,11.97,31.82,2739149,52487,2801,2801,16443,328,284,266,1719,1554,42.1,7.35,-100.0,-1,-1,10,217,22,0,0,0
TJ1:bin_000061.fa,k__Bacteria (UID2569),434,278,186,95.97,12.26,9.38,3291092,49934,3209,3209,80275,401,308,292,6043,5512,37.0,5.6,-100.0,-1,-1,8,244,23,3,0,0
TJ1:bin_000062.fa,o__Bacteroidales (UID2617),213,406,265,94.34,0.15,50.0,2252762,29905,1801,1801,38776,445,373,357,2475,2279,35.6,4.97,-100.0,-1,-1,29,375,2,0,0,0
TJ1:bin_000063.fa,o__Bacteroidales (UID2617),213,406,265,90.88,2.26,71.43,1889906,25860,1628,1628,20992,427,351,335,2511,2308,38.2,4.34,-100.0,-1,-1,33,368,4,1,0,0
TJ1:bin_000064.fa,p__Proteobacteria (UID3887),1487,256,160,94.5,1.25,0.0,2427826,19400,2207,2207,21107,383,318,309,2076,2021,37.9,5.36,-100.0,-1,-1,23,231,2,0,0,0
TJ1:bin_000065.fa,p__Proteobacteria (UID3887),1487,256,160,89.38,1.25,0.0,1763644,15068,1666,1666,14683,388,314,305,1890,1844,34.3,6.64,-100.0,-1,-1,24,230,2,0,0,0
TJ1:bin_000066.fa,o__Clostridiales (UID1212),172,263,149,97.76,16.5,71.43,3249726,41345,3644,3644,5864,351,264,253,1897,1805,35.8,5.76,-100.0,-1,-1,5,224,30,4,0,0
TJ1:bin_000067.fa,f__Lachnospiraceae (UID1286),57,420,207,89.77,1.69,75.0,1866217,30429,1803,1803,23712,379,322,305,2533,2342,39.3,5.27,-100.0,-1,-1,47,369,4,0,0,0
TJ1:bin_000068.fa,k__Bacteria (UID2329),174,149,89,94.33,3.93,50.0,1255531,24380,1289,1289,9450,364,296,277,2485,2301,42.5,5.29,-100.0,-1,-1,6,139,4,0,0,0
TJ1:bin_000069.fa,k__Bacteria (UID1453),901,171,117,88.41,8.49,37.5,1843366,34878,1933,1933,22526,351,287,269,1973,1816,37.1,9.57,-100.0,-1,-1,17,134,18,2,0,0
TJ1:bin_000070.fa,k__Bacteria (UID1453),901,171,117,84.62,6.78,46.15,2251614,43672,2404,2404,11403,347,278,260,2217,1945,37.6,8.5,-100.0,-1,-1,19,141,10,1,0,0
TJ1:bin_000071.fa,o__Lactobacillales (UID355),490,336,184,94.25,6.69,85.71,1888527,26747,2187,2187,5932,316,256,243,2684,2496,33.9,7.7,-100.0,-1,-1,19,298,18,1,0,0
TJ1:bin_000072.fa,o__Clostridiales (UID1212),172,263,149,96.41,1.34,0.0,2604560,34868,2420,2421,59310,402,329,314,2665,2497,40.1,6.58,-100.0,-1,-1,18,242,3,0,0,0
TJ1:bin_000073.fa,p__Firmicutes (UID1022),100,295,158,97.15,13.93,33.33,3969028,40112,4013,4013,6647,361,269,259,2357,2176,38.2,5.61,-100.0,-1,-1,9,250,33,3,0,0
TJ1:bin_000074.fa,o__Clostridiales (UID1226),155,278,158,96.84,7.81,20.0,2759409,31569,2509,2509,25473,394,324,311,1769,1679,39.3,7.21,-100.0,-1,-1,7,256,15,0,0,0
TJ1:bin_000075.fa,k__Bacteria (UID2329),174,149,89,96.25,1.12,0.0,1436272,20468,1277,1277,20143,413,339,323,1578,1470,39.1,6.23,-100.0,-1,-1,5,143,1,0,0,0
TJ1:bin_000076.fa,o__Clostridiales (UID1226),155,278,158,92.07,0.63,50.0,1940263,20459,1655,1655,19624,399,340,327,1746,1671,36.7,6.09,-100.0,-1,-1,22,254,2,0,0,0
TJ1:bin_000077.fa,o__Clostridiales (UID1212),172,263,149,93.03,2.96,14.29,1761296,28949,1780,1780,8037,365,295,279,1768,1640,39.6,5.68,-100.0,-1,-1,24,232,7,0,0,0
TJ1:bin_000078.fa,f__Lachnospiraceae (UID1286),57,420,207,93.59,4.95,5.26,2815446,37873,2727,2727,24872,377,312,298,1724,1614,39.6,5.3,-100.0,-1,-1,35,366,19,0,0,0
TJ1:bin_000079.fa,o__Clostridiales (UID1212),172,263,149,93.96,8.45,94.12,2355443,36201,2555,2555,8767,359,278,264,2893,2696,39.0,7.24,-100.0,-1,-1,11,235,17,0,0,0
TJ1:bin_000080.fa,f__Lachnospiraceae (UID1286),57,420,207,92.74,4.38,21.43,2409056,29410,2418,2418,11885,362,294,282,1533,1482,40.8,4.91,-100.0,-1,-1,30,376,14,0,0,0
TJ1:bin_000081.fa,o__Clostridiales (UID1212),172,263,149,93.94,5.76,90.91,1879481,23143,1832,1833,14580,383,306,293,1837,1703,36.3,5.48,-100.0,-1,-1,11,241,11,0,0,0
TJ1:bin_000082.fa,f__Spirochaetaceae (UID2535),33,249,143,97.55,0.7,100.0,2173836,33792,1876,1876,60873,411,349,331,2324,2136,38.4,6.57,-100.0,-1,-1,5,243,1,0,0,0
TJ1:bin_000083.fa,o__Bacteroidales (UID2657),160,492,269,86.34,1.29,20.0,2087338,28381,1783,1783,16068,415,345,330,2497,2292,39.7,4.7,-100.0,-1,-1,66,421,5,0,0,0
TJ1:bin_000084.fa,o__Bacteroidales (UID2716),92,487,270,98.24,7.62,5.88,2914834,46033,2636,2636,23229,414,327,309,3011,2731,40.1,6.17,-100.0,-1,-1,6,449,31,1,0,0
TJ1:bin_000085.fa,f__Lachnospiraceae (UID1286),57,420,207,99.52,8.76,17.39,3292815,46883,3099,3100,44706,403,318,302,3544,3271,39.6,6.41,-100.0,-1,-1,3,373,43,1,0,0
TJ1:bin_000086.fa,o__Clostridiales (UID1212),172,263,149,93.53,0.89,0.0,2262780,27926,2104,2104,39041,399,328,315,2440,2322,37.5,6.98,-100.0,-1,-1,22,239,2,0,0,0
TJ1:bin_000087.fa,o__Selenomonadales (UID1024),64,334,167,94.91,19.52,91.23,3653527,41417,3856,3856,7909,351,278,267,3774,3508,37.7,6.15,-100.0,-1,-1,10,279,39,6,0,0
TJ1:bin_000088.fa,f__Lachnospiraceae (UID1255),90,354,174,93.54,4.2,26.32,3139951,47034,3157,3157,14666,366,293,278,2849,2677,39.5,6.0,-100.0,-1,-1,22,315,16,1,0,0
TJ1:bin_000089.fa,o__Bacteroidales (UID2657),160,492,269,90.45,3.77,50.0,3006613,41210,2632,2632,11997,425,328,313,2527,2333,37.5,5.3,-100.0,-1,-1,54,422,16,0,0,0
TJ1:bin_000090.fa,o__Clostridiales (UID1212),172,263,149,93.51,1.51,50.0,1940110,18088,1972,1972,14934,351,291,282,2380,2346,38.3,5.86,-100.0,-1,-1,26,233,4,0,0,0
TJ1:bin_000091.fa,k__Bacteria (UID2372),131,176,105,90.95,0.1,0.0,2037380,31049,2079,2079,15082,365,298,283,1491,1406,39.0,6.82,-100.0,-1,-1,14,161,1,0,0,0
TJ1:bin_000092.fa,f__Spirochaetaceae (UID2535),33,249,143,97.2,2.8,75.0,2279756,39718,2112,2112,15764,396,328,309,2002,1881,39.4,6.49,-100.0,-1,-1,6,239,4,0,0,0
TJ1:bin_000093.fa,o__Clostridiales (UID1212),172,263,149,95.02,4.36,18.18,2186864,27608,2306,2306,7861,336,274,262,1415,1341,40.0,3.58,-100.0,-1,-1,11,243,8,1,0,0
TJ1:bin_000094.fa,o__Clostridiales (UID1212),172,263,149,71.63,1.29,25.0,1228332,21185,1192,1192,72794,386,310,292,2713,2558,38.2,5.52,-100.0,-1,-1,55,204,4,0,0,0
TJ1:bin_000095.fa,k__Bacteria (UID2565),2921,152,93,94.09,5.78,76.47,1746617,29081,1872,1872,26668,349,278,263,1841,1697,36.5,8.21,-100.0,-1,-1,7,128,17,0,0,0
TJ1:bin_000096.fa,o__Campylobacterales (UID3068),106,477,284,88.3,0.65,0.0,1404793,20653,1497,1497,19521,353,292,278,1716,1527,37.8,5.85,-100.0,-1,-1,48,426,3,0,0,0
TJ1:bin_000097.fa,o__Clostridiales (UID1226),155,278,158,93.27,3.48,16.67,2881540,33164,2657,2657,26601,387,315,302,1868,1797,40.7,4.97,-100.0,-1,-1,18,254,6,0,0,0
TJ1:bin_000098.fa,o__Bacteroidales (UID2657),160,492,269,92.48,2.06,33.33,2754482,37860,2441,2441,11854,417,316,301,2465,2273,36.4,5.81,-100.0,-1,-1,36,446,9,1,0,0
TJ1:bin_000099.fa,k__Bacteria (UID2329),174,149,89,95.22,9.15,0.0,1373921,26179,1472,1472,46650,338,285,268,2704,2411,38.9,6.06,-100.0,-1,-1,5,135,9,0,0,0
TJ1:bin_000100.fa,k__Bacteria (UID2372),131,177,106,95.01,9.9,5.26,2242967,37819,2495,2495,14015,325,274,259,4477,4175,42.0,6.7,-100.0,-1,-1,12,148,16,1,0,0
TJ1:bin_000101.fa,g__Prevotella (UID2724),55,567,296,88.42,1.46,60.0,2561603,32898,2156,2156,19400,416,332,317,3237,2997,38.6,5.5,-100.0,-1,-1,66,496,5,0,0,0
TJ1:bin_000102.fa,o__Lactobacillales (UID374),471,350,191,83.09,2.29,33.33,2096999,29788,2409,2409,4726,325,258,245,1620,1495,33.4,4.54,-100.0,-1,-1,46,295,9,0,0,0
TJ1:bin_000103.fa,g__Prevotella (UID2722),64,532,281,90.3,4.5,9.52,2707968,42182,2176,2176,78189,443,367,348,5073,4762,38.6,5.35,-100.0,-1,-1,47,464,21,0,0,0
TJ1:bin_000104.fa,g__Prevotella (UID2724),55,567,296,96.79,12.25,7.5,4240658,63680,3837,3837,27771,421,324,307,6307,5973,38.6,5.06,-100.0,-1,-1,14,491,53,9,0,0
TJ1:bin_000105.fa,o__Clostridiales (UID1212),172,263,149,93.74,3.98,52.94,2369001,30072,2303,2304,26027,393,318,304,1783,1696,39.8,6.45,-100.0,-1,-1,15,233,14,1,0,0
TJ1:bin_000106.fa,k__Bacteria (UID2329),174,149,89,88.2,0.0,0.0,1320406,21858,1328,1328,60401,358,303,287,2665,2413,37.1,5.32,-100.0,-1,-1,11,138,0,0,0,0
TJ1:bin_000107.fa,k__Bacteria (UID1453),901,171,117,84.29,5.41,25.0,2977363,58916,3685,3685,9762,322,240,224,5893,5205,37.9,5.21,-100.0,-1,-1,30,129,12,0,0,0
TJ1:bin_000108.fa,p__Euryarchaeota (UID3),148,188,125,93.6,7.22,0.0,3804357,70210,3589,3589,4879,350,266,247,3732,3348,39.1,10.02,-100.0,-1,-1,11,162,15,0,0,0
TJ1:bin_000109.fa,k__Bacteria (UID2329),174,149,89,93.26,2.41,0.0,1145977,25599,1115,1115,11518,389,318,295,1448,1347,41.5,6.57,-100.0,-1,-1,6,140,3,0,0,0
TJ1:bin_000110.fa,f__Lachnospiraceae (UID1286),57,420,207,97.18,20.5,8.43,3318525,43414,3475,3475,11998,352,291,279,2602,2410,40.5,5.82,-100.0,-1,-1,11,342,59,8,0,0
TJ1:bin_000111.fa,o__Clostridiales (UID1226),155,278,158,89.22,5.58,29.41,3175054,38733,3149,3149,13800,376,300,288,1516,1450,40.8,4.68,-100.0,-1,-1,30,235,11,2,0,0
TJ1:bin_000112.fa,o__Clostridiales (UID1212),172,263,149,93.42,2.86,83.33,2753008,34728,2669,2669,11968,393,311,298,2638,2512,39.0,8.42,-100.0,-1,-1,28,229,6,0,0,0
TJ1:bin_000113.fa,o__Clostridiales (UID1212),172,263,149,70.74,0.82,10.0,1165005,23415,1131,1131,24602,375,309,288,2559,2367,38.2,6.78,-100.0,-1,-1,64,189,10,0,0,0
TJ1:bin_000114.fa,o__Clostridiales (UID1212),172,263,149,93.63,8.55,69.23,2893850,47268,2836,2837,9447,373,298,281,2668,2465,39.6,4.23,-100.0,-1,-1,18,219,26,0,0,0
TJ1:bin_000115.fa,f__Lachnospiraceae (UID1286),57,420,207,95.2,5.05,34.78,2951675,39154,2942,2942,15050,374,303,290,3037,2885,39.1,6.47,-100.0,-1,-1,26,371,23,0,0,0
TJ1:bin_000116.fa,k__Bacteria (UID2329),174,149,89,94.38,5.22,0.0,1608558,37158,1657,1658,26361,354,291,269,2943,2637,39.9,4.99,-100.0,-1,-1,5,136,8,0,0,0
TJ1:bin_000117.fa,k__Bacteria (UID1453),901,171,117,80.39,0.08,100.0,1644514,35596,1742,1742,14270,356,289,269,1253,1131,35.9,6.81,-100.0,-1,-1,32,138,1,0,0,0
TJ1:bin_000118.fa,o__Bacteroidales (UID2716),92,487,270,94.26,3.0,23.08,3095169,47694,2681,2681,19980,414,335,317,2174,2042,39.2,5.11,-100.0,-1,-1,28,446,13,0,0,0
TJ1:bin_000119.fa,o__Clostridiales (UID1212),172,263,149,74.09,3.32,33.33,1305479,25011,1375,1375,16225,351,278,260,2460,2244,38.9,6.48,-100.0,-1,-1,53,198,12,0,0,0
TJ1:bin_000120.fa,k__Bacteria (UID2328),3167,126,75,94.67,15.63,0.0,1764770,34854,1750,1750,16220,379,305,285,2478,2262,39.6,7.98,-100.0,-1,-1,5,98,23,0,0,0
TJ1:bin_000121.fa,o__Clostridiales (UID1212),172,263,149,85.53,1.34,50.0,2044787,22040,1993,1993,7477,367,300,289,1278,1246,38.8,5.28,-100.0,-1,-1,40,221,2,0,0,0
TJ1:bin_000122.fa,k__Bacteria (UID2329),174,149,89,92.32,1.12,0.0,1514901,22867,1298,1298,42053,426,355,338,1618,1522,39.5,7.64,-100.0,-1,-1,20,128,1,0,0,0
TJ1:bin_000123.fa,g__Prevotella (UID2724),55,567,296,86.82,1.15,0.0,2204351,31835,1878,1878,33355,426,348,331,1826,1723,38.3,4.62,-100.0,-1,-1,65,495,7,0,0,0
TJ1:bin_000124.fa,o__Selenomonadales (UID1024),64,334,167,97.9,0.0,0.0,1980139,19640,1840,1840,26499,380,321,310,2116,1951,39.6,4.93,-100.0,-1,-1,34,300,0,0,0,0
TJ1:bin_000125.fa,k__Bacteria (UID203),5449,104,58,94.67,18.72,41.46,6869297,117525,7219,7219,5235,409,284,268,4423,4179,37.5,6.34,-100.0,-1,-1,4,79,14,5,2,0
TJ1:bin_000126.fa,f__Lachnospiraceae (UID1286),57,420,207,93.72,2.08,52.94,2260016,30131,2100,2100,24695,401,324,310,2447,2283,40.4,5.71,-100.0,-1,-1,50,355,14,1,0,0
TJ1:bin_000127.fa,f__Lachnospiraceae (UID1286),57,420,207,96.03,2.82,30.0,2985917,40172,2845,2845,22112,378,310,296,2021,1890,38.6,5.69,-100.0,-1,-1,36,374,10,0,0,0
TJ1:bin_000128.fa,p__Bacteroidetes (UID2605),350,316,210,95.48,6.26,0.0,1969701,25866,1846,1846,33170,412,332,318,1702,1640,40.2,5.24,-100.0,-1,-1,13,276,27,0,0,0
TJ1:bin_000129.fa,k__Bacteria (UID203),5449,104,58,98.12,22.83,48.0,4169462,58607,4390,4390,7670,349,277,264,2429,2304,38.2,7.74,-100.0,-1,-1,2,77,25,0,0,0
TJ1:bin_000130.fa,o__Bacteroidales (UID2617),213,406,265,87.74,2.55,90.91,2482154,36635,2249,2249,8856,412,318,302,2172,2020,37.2,5.03,-100.0,-1,-1,57,338,11,0,0,0
TJ1:bin_000131.fa,k__Bacteria (UID2569),434,278,186,91.17,7.96,19.05,3172993,46127,2719,2719,10163,422,342,325,6154,5748,36.8,5.65,-100.0,-1,-1,26,231,21,0,0,0
TJ1:bin_000132.fa,k__Bacteria (UID203),5449,104,58,96.55,24.37,73.08,3226040,37826,2828,2831,7841,439,323,309,2501,2333,36.5,5.11,-100.0,-1,-1,2,76,26,0,0,0
TJ1:bin_000133.fa,k__Bacteria (UID1453),901,171,117,78.16,4.38,62.5,1866297,35598,1934,1934,14186,347,288,270,3542,3120,37.1,3.84,-100.0,-1,-1,37,126,8,0,0,0
TJ1:bin_000134.fa,o__Clostridiales (UID1212),172,263,149,96.92,2.46,16.67,2461940,32928,2184,2184,50510,407,331,316,3068,2872,38.5,5.31,-100.0,-1,-1,24,233,6,0,0,0
TJ1:bin_000135.fa,o__Clostridiales (UID1212),172,263,149,97.65,2.35,83.33,2488795,42542,2353,2353,31035,375,315,297,2197,1896,39.9,5.72,-100.0,-1,-1,31,226,6,0,0,0
TJ1:bin_000136.fa,p__Firmicutes (UID1022),100,295,158,97.19,10.02,72.0,5966013,90677,6750,6750,6007,349,262,249,2139,2008,40.1,5.41,-100.0,-1,-1,18,258,16,3,0,0
TJ1:bin_000137.fa,o__Clostridiales (UID1212),172,263,149,96.24,2.68,57.14,2701715,37994,2657,2657,13324,377,307,292,1927,1800,39.4,5.94,-100.0,-1,-1,22,234,7,0,0,0
TJ1:bin_000138.fa,k__Bacteria (UID2329),174,149,89,92.13,0.0,0.0,1157076,19821,1009,1009,21522,419,346,326,3466,3162,39.7,6.29,-100.0,-1,-1,8,141,0,0,0,0
TJ1:bin_000139.fa,k__Bacteria (UID2329),174,149,89,86.8,1.55,66.67,1075520,23584,1253,1253,11600,322,259,240,1636,1474,39.4,6.64,-100.0,-1,-1,13,133,3,0,0,0
TJ1:bin_000140.fa,c__Gammaproteobacteria (UID4201),1164,275,174,83.68,3.39,36.36,2788617,27042,2736,2736,6178,384,294,284,2309,2255,40.0,4.56,-100.0,-1,-1,39,225,11,0,0,0
TJ1:bin_000141.fa,f__Veillonellaceae (UID1032),33,423,214,91.03,1.97,53.85,1886620,17392,1868,1868,11479,364,301,292,1444,1393,36.8,5.23,-100.0,-1,-1,27,383,13,0,0,0
TJ1:bin_000142.fa,f__Lachnospiraceae (UID1286),57,420,207,97.88,2.65,18.18,2469236,32097,2271,2271,44996,388,327,313,2661,2533,39.5,6.6,-100.0,-1,-1,35,374,11,0,0,0
TJ1:bin_000143.fa,o__Clostridiales (UID1212),172,261,148,90.68,4.75,58.33,2389434,36441,2247,2247,10311,390,315,299,1636,1522,40.3,5.2,-100.0,-1,-1,32,217,12,0,0,0
TJ1:bin_000144.fa,o__Clostridiales (UID1212),172,263,149,94.37,2.22,27.27,2220679,29414,2211,2211,9363,381,309,295,1638,1518,40.5,6.24,-100.0,-1,-1,17,235,11,0,0,0
TJ1:bin_000145.fa,p__Firmicutes (UID1022),100,295,158,97.4,5.6,42.86,1980846,25173,2018,2018,13552,363,291,278,3007,2775,37.9,5.89,-100.0,-1,-1,17,264,14,0,0,0
TJ1:bin_000146.fa,o__Clostridiales (UID1212),172,263,149,94.95,1.57,16.67,2431646,40443,2293,2293,19130,386,323,305,2118,2001,39.8,6.34,-100.0,-1,-1,28,229,6,0,0,0
TJ1:bin_000147.fa,k__Bacteria (UID1453),901,171,117,82.62,1.71,0.0,1878079,34575,1983,1983,13706,343,280,263,2409,2239,36.7,9.53,-100.0,-1,-1,38,130,3,0,0,0
TJ1:bin_000148.fa,o__Bacteroidales (UID2716),92,487,270,90.47,0.77,45.45,2313284,37615,1944,1944,24533,444,362,343,3163,2923,38.6,4.3,-100.0,-1,-1,46,430,11,0,0,0
TJ1:bin_000149.fa,o__Clostridiales (UID1212),172,263,149,95.24,1.59,50.0,2396556,33152,2213,2213,23079,398,326,311,1954,1855,38.5,6.66,-100.0,-1,-1,39,218,6,0,0,0
TJ1:bin_000150.fa,k__Bacteria (UID203),5449,104,58,98.28,28.04,30.91,3753002,46837,3327,3327,8928,413,310,296,2517,2340,36.8,4.31,-100.0,-1,-1,1,74,16,13,0,0
TJ1:bin_000151.fa,o__Clostridiales (UID1212),172,263,149,87.08,0.83,75.0,2330203,32006,2385,2385,6848,346,284,270,1941,1791,38.1,6.0,-100.0,-1,-1,37,222,4,0,0,0
TJ1:bin_000152.fa,f__Spirochaetaceae (UID2535),33,249,143,91.78,16.15,75.68,2833061,41255,3035,3035,5108,354,281,268,2739,2520,37.7,5.72,-100.0,-1,-1,15,210,19,4,1,0
TJ1:bin_000153.fa,o__Clostridiales (UID1212),172,263,149,95.43,0.56,50.0,1920786,22065,1841,1841,21359,375,307,295,1350,1293,37.4,6.98,-100.0,-1,-1,35,226,2,0,0,0
TJ1:bin_000154.fa,c__Epsilonproteobacteria (UID3065),111,445,271,91.6,2.34,44.44,1410971,27416,1649,1649,6066,331,267,250,1500,1395,39.1,2.95,-100.0,-1,-1,29,407,9,0,0,0
TJ1:bin_000155.fa,o__Selenomonadales (UID1024),64,334,167,94.66,5.54,50.0,1858505,21454,1803,1803,27034,366,304,292,1933,1839,37.9,4.51,-100.0,-1,-1,39,283,12,0,0,0
TJ1:bin_000156.fa,o__Clostridiales (UID1212),172,263,149,78.26,7.22,17.39,1498793,28203,1427,1427,43974,384,310,290,4371,4011,37.9,7.02,-100.0,-1,-1,58,191,13,0,0,1
TJ1:bin_000157.fa,k__Bacteria (UID2329),174,149,89,89.89,3.37,33.33,1128900,28967,1223,1223,15985,335,277,253,2442,2242,39.6,6.39,-100.0,-1,-1,10,136,3,0,0,0
TJ1:bin_000158.fa,o__Clostridiales (UID1226),155,278,158,87.87,13.29,52.17,2558477,29193,2477,2477,10980,377,303,291,2711,2576,39.6,5.74,-100.0,-1,-1,31,226,20,1,0,0
